x-axis,1
second,Volt
-10.000000E+00,-1.034E-03
-9.995000E+00,-230E-06
-9.990000E+00,-1.034E-03
-9.985000E+00,-230E-06
-9.980000E+00,+413E-06
-9.975000E+00,-230E-06
-9.970000E+00,-1.034E-03
-9.965000E+00,-230E-06
-9.960000E+00,-552E-06
-9.955000E+00,-1.034E-03
-9.950000E+00,-1.034E-03
-9.945000E+00,-230E-06
-9.940000E+00,-230E-06
-9.935000E+00,-1.034E-03
-9.930000E+00,-230E-06
-9.925000E+00,-230E-06
-9.920000E+00,-1.034E-03
-9.915000E+00,-230E-06
-9.910000E+00,-1.034E-03
-9.905000E+00,-391E-06
-9.900000E+00,-230E-06
-9.895000E+00,-391E-06
-9.890000E+00,+574E-06
-9.885000E+00,-1.195E-03
-9.880000E+00,-391E-06
-9.875000E+00,-1.034E-03
-9.870000E+00,-230E-06
-9.865000E+00,+92E-06
-9.860000E+00,-712E-06
-9.855000E+00,-230E-06
-9.850000E+00,-1.034E-03
-9.845000E+00,-230E-06
-9.840000E+00,-230E-06
-9.835000E+00,-230E-06
-9.830000E+00,-873E-06
-9.825000E+00,-230E-06
-9.820000E+00,-230E-06
-9.815000E+00,-552E-06
-9.810000E+00,-230E-06
-9.805000E+00,-230E-06
-9.800000E+00,-230E-06
-9.795000E+00,-230E-06
-9.790000E+00,-230E-06
-9.785000E+00,-712E-06
-9.780000E+00,-230E-06
-9.775000E+00,-230E-06
-9.770000E+00,-873E-06
-9.765000E+00,-712E-06
-9.760000E+00,-69E-06
-9.755000E+00,-1.034E-03
-9.750000E+00,-230E-06
-9.745000E+00,-1.034E-03
-9.740000E+00,-230E-06
-9.735000E+00,-230E-06
-9.730000E+00,-391E-06
-9.725000E+00,-230E-06
-9.720000E+00,-391E-06
-9.715000E+00,-230E-06
-9.710000E+00,-230E-06
-9.705000E+00,+413E-06
-9.700000E+00,-1.034E-03
-9.695000E+00,-230E-06
-9.690000E+00,-552E-06
-9.685000E+00,-712E-06
-9.680000E+00,-230E-06
-9.675000E+00,-230E-06
-9.670000E+00,-230E-06
-9.665000E+00,-230E-06
-9.660000E+00,-712E-06
-9.655000E+00,-230E-06
-9.650000E+00,-230E-06
-9.645000E+00,-1.034E-03
-9.640000E+00,-230E-06
-9.635000E+00,-552E-06
-9.630000E+00,-873E-06
-9.625000E+00,-230E-06
-9.620000E+00,-391E-06
-9.615000E+00,-552E-06
-9.610000E+00,-230E-06
-9.605000E+00,-230E-06
-9.600000E+00,-230E-06
-9.595000E+00,-230E-06
-9.590000E+00,-230E-06
-9.585000E+00,-230E-06
-9.580000E+00,-69E-06
-9.575000E+00,-230E-06
-9.570000E+00,-230E-06
-9.565000E+00,-712E-06
-9.560000E+00,-552E-06
-9.555000E+00,-391E-06
-9.550000E+00,-230E-06
-9.545000E+00,-873E-06
-9.540000E+00,-552E-06
-9.535000E+00,+92E-06
-9.530000E+00,-230E-06
-9.525000E+00,-230E-06
-9.520000E+00,-873E-06
-9.515000E+00,-552E-06
-9.510000E+00,-552E-06
-9.505000E+00,-230E-06
-9.500000E+00,-230E-06
-9.495000E+00,-1.034E-03
-9.490000E+00,-552E-06
-9.485000E+00,-230E-06
-9.480000E+00,-1.034E-03
-9.475000E+00,-230E-06
-9.470000E+00,-230E-06
-9.465000E+00,-552E-06
-9.460000E+00,-552E-06
-9.455000E+00,-873E-06
-9.450000E+00,-230E-06
-9.445000E+00,-1.034E-03
-9.440000E+00,-230E-06
-9.435000E+00,-230E-06
-9.430000E+00,-230E-06
-9.425000E+00,-1.034E-03
-9.420000E+00,-230E-06
-9.415000E+00,-712E-06
-9.410000E+00,-712E-06
-9.405000E+00,-873E-06
-9.400000E+00,-1.034E-03
-9.395000E+00,-230E-06
-9.390000E+00,-1.195E-03
-9.385000E+00,-873E-06
-9.380000E+00,-873E-06
-9.375000E+00,-230E-06
-9.370000E+00,-230E-06
-9.365000E+00,-712E-06
-9.360000E+00,-552E-06
-9.355000E+00,-873E-06
-9.350000E+00,-230E-06
-9.345000E+00,-230E-06
-9.340000E+00,-230E-06
-9.335000E+00,-712E-06
-9.330000E+00,-873E-06
-9.325000E+00,-230E-06
-9.320000E+00,-873E-06
-9.315000E+00,-1.195E-03
-9.310000E+00,-712E-06
-9.305000E+00,-873E-06
-9.300000E+00,-230E-06
-9.295000E+00,-230E-06
-9.290000E+00,-230E-06
-9.285000E+00,-230E-06
-9.280000E+00,-391E-06
-9.275000E+00,-230E-06
-9.270000E+00,-391E-06
-9.265000E+00,-552E-06
-9.260000E+00,-1.034E-03
-9.255000E+00,-391E-06
-9.250000E+00,-230E-06
-9.245000E+00,-873E-06
-9.240000E+00,-712E-06
-9.235000E+00,-712E-06
-9.230000E+00,-1.034E-03
-9.225000E+00,-230E-06
-9.220000E+00,-391E-06
-9.215000E+00,-712E-06
-9.210000E+00,-552E-06
-9.205000E+00,-230E-06
-9.200000E+00,-230E-06
-9.195000E+00,-391E-06
-9.190000E+00,-230E-06
-9.185000E+00,-230E-06
-9.180000E+00,-230E-06
-9.175000E+00,-230E-06
-9.170000E+00,-1.034E-03
-9.165000E+00,-552E-06
-9.160000E+00,-230E-06
-9.155000E+00,-391E-06
-9.150000E+00,-1.034E-03
-9.145000E+00,-230E-06
-9.140000E+00,-230E-06
-9.135000E+00,-552E-06
-9.130000E+00,-230E-06
-9.125000E+00,-230E-06
-9.120000E+00,-873E-06
-9.115000E+00,-552E-06
-9.110000E+00,-230E-06
-9.105000E+00,-69E-06
-9.100000E+00,-1.034E-03
-9.095000E+00,-1.034E-03
-9.090000E+00,-552E-06
-9.085000E+00,-230E-06
-9.080000E+00,-230E-06
-9.075000E+00,-1.034E-03
-9.070000E+00,-1.034E-03
-9.065000E+00,-230E-06
-9.060000E+00,-230E-06
-9.055000E+00,-230E-06
-9.050000E+00,+574E-06
-9.045000E+00,-391E-06
-9.040000E+00,-552E-06
-9.035000E+00,-230E-06
-9.030000E+00,-391E-06
-9.025000E+00,-230E-06
-9.020000E+00,-873E-06
-9.015000E+00,+253E-06
-9.010000E+00,-1.034E-03
-9.005000E+00,-1.034E-03
-9.000000E+00,-1.034E-03
-8.995000E+00,-873E-06
-8.990000E+00,-230E-06
-8.985000E+00,-552E-06
-8.980000E+00,-873E-06
-8.975000E+00,-230E-06
-8.970000E+00,-391E-06
-8.965000E+00,-712E-06
-8.960000E+00,-552E-06
-8.955000E+00,-230E-06
-8.950000E+00,-230E-06
-8.945000E+00,-1.034E-03
